brand;tgl;short_code;outlet_name;region_name;sub_area_name;sales_area_name;micro_cluster_name;cso_code;latitude;longitude;mobo_balance
IM3;2026-08-23;17612002;Niswa cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-08;-8.39524200;114.61075370;371835
IM3;2026-08-23;17618047;Yuli cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-08;-8.3701155;114.5838257;573943
IM3;2026-08-23;17617175;Rahma cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-01;-8.36199270;114.62958230;235117
IM3;2026-08-23;17617125;Bu candra;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-01;-8.30999310;114.65486140;345368
IM3;2026-08-23;17615724;Ar 2 cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-07;-8.41743390;114.81559130;118687
IM3;2026-08-23;17635266;Vin store;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-03;-8.36702250;114.62090630;114232
IM3;2026-08-23;17635867;ICHA CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-03;-8.36318230;114.61245950;178445
IM3;2026-08-23;17636738;Flow cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-01;-8.31711540;114.64934380;113757
IM3;2026-08-23;17636772;Rhido cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-03;-8.36863280;114.62193560;497421
IM3;2026-08-23;17636713;Harapan Baru cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-05;-8.17611630;114.43663430;100905
IM3;2026-08-23;17636499;Nick cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-04;-8.33642290;114.62973790;101246
IM3;2026-08-23;17634110;Mankjack2 Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-04;-8.32168341;114.57776618;152026
IM3;2026-08-23;17634316;VIRA CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-08;-8.35253300;114.59496230;283303
IM3;2026-08-23;17634358;QUEEN CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-05;-8.17170580;114.44030070;107755
IM3;2026-08-23;17637005;Seratus Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-01;-8.3623545;114.6318707;388146
IM3;2026-08-23;17648476;Fajar cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-06;-8.34335220;114.56726620;330388
IM3;2026-08-23;17648185;Fairuz cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-03;-8.36944160;114.61847950;115413
IM3;2026-08-23;17648184;Adit phone cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-08;-8.38795920;114.58059370;243220
IM3;2026-08-23;17649103;Primadona cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-03;-8.36916930;114.62484360;128645
IM3;2026-08-23;17643706;Wr Alit;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-01;-8.34950730;114.64499360;205265
IM3;2026-08-23;17644889;Hafidz 2 cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-06;-8.34718430;114.57535860;14394155
IM3;2026-08-23;17674287;Adnyana Trijaya cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-06;-8.30763030;114.54911160;576416
IM3;2026-08-23;17695436;Toko astro;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-05;-8.25384380;114.53963370;316109
IM3;2026-08-23;17695250;Ida idu cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-01;-8.34835010;114.64478980;124960
IM3;2026-08-23;17708124;DK CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-05;-8.16506040;114.43784410;144170
IM3;2026-08-23;17707249;Raga cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-03;-8.36614330;114.62107300;113596
IM3;2026-08-23;17705950;Warung Asri Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-02;-8.37456990;114.66945800;283007
IM3;2026-08-23;17705362;NOVITA CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-06;-8.34268250;114.54502140;633117
IM3;2026-08-23;17715605;Asia cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-06;-8.33626360;114.53819600;1734823
IM3;2026-08-23;17716894;Bom Bom 2 cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-08;-8.39612670;114.58553110;396231
IM3;2026-08-23;17729518;ONE Click Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-02;-8.37880540;114.69178510;1925892
IM3;2026-08-23;17722528;Puspa Repair Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-02;-8.35768170;114.64789670;164456
IM3;2026-08-23;17726776;Cahaya Nadi;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-08;-8.35965140;114.58302000;554233
IM3;2026-08-23;17740278;MITA CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-06;-8.34457550;114.56426170;310142
IM3;2026-08-23;17744581;Dita Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-02;-8.37874440;114.68986370;873009
IM3;2026-08-23;17790125;Super cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-NEGARA;CSO-NEGARA-08;-8.37084320;114.59081290;668927
IM3;2026-08-23;1523585;Sari dewi 2;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.1415490600;114.5787678700;739004
IM3;2026-08-23;458881;SUASTI - CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-11;-8.0818371;115.1438126;294360
IM3;2026-08-23;458733;NABIROE - CELLL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-01;-8.1055416;115.1172609;1600863
IM3;2026-08-23;469421;AMELIA CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-01;-8.11271318;115.1093047;1378041
IM3;2026-08-23;1317413;LANANG CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051937;-8.1149803;115.1264867;911954
IM3;2026-08-23;466696;JUITA CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-08;-8.2017135;114.8901165;179788
IM3;2026-08-23;469445;CAHYA - CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-11;-8.1333002500;115.3578105300;818441
IM3;2026-08-23;460985;SARANA ABADI CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.158833;114.7180765;251352
IM3;2026-08-23;933812;MY CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051111;-8.194999;114.943648;282074
IM3;2026-08-23;462386;EXOTIS CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-05;-8.20383672;114.96998451;245942
IM3;2026-08-23;466746;RADITYA CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-05;-8.19770358;115.0490845;150323
IM3;2026-08-23;1366365;gau tami;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.1745155;114.7480153;151613
IM3;2026-08-23;1310538;SUKSES CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051335;-8.11562699;115.08714086;12892
IM3;2026-08-23;463287;PANDIT CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.0925237;115.1382118;420845
IM3;2026-08-23;1444883;UDAYANA CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051111;-8.1907625;114.9333384;494516
IM3;2026-08-23;461187;ADI LESTARI CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.0811603;115.1724759;192165
IM3;2026-08-23;1372533;MITRA CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-01;-8.1068639;115.0884423;125432
IM3;2026-08-23;933300;dedi CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.2055750800;114.7784599500;755224
IM3;2026-08-23;1444878;wahyu;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.1913750846;114.8041434435;100247
IM3;2026-08-23;460999;KIPO CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-01;-8.11289225;115.10915644;373331
IM3;2026-08-23;463016;CITRA AYU CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.1348502;115.1770033;502210
IM3;2026-08-23;1303199;saridewi cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.1412878727;114.6136607430;2525335
IM3;2026-08-23;1309322;Indah cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-05;-8.2566817;115.0482248;541785
IM3;2026-08-23;17024538;Sangsit;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.0870349;115.133209;310901
IM3;2026-08-23;17037747;NAOKI CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-11;-8.14932463;115.30585812;1299161
IM3;2026-08-23;17037874;Wahyuni cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-11;-8.07455919;115.1878028;719123
IM3;2026-08-23;17059985;DOUBLE B CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-11;-8.15024509;115.40985592;240506
IM3;2026-08-23;17096718;Artha Cemerlang Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051335;-8.1373414;115.0793005;2498487
IM3;2026-08-23;17132917;FORTUNA CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051111;-8.25359410;114.96489431;113234
IM3;2026-08-23;17124865;INDAH CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.086989;115.1332684;1379398
IM3;2026-08-23;17127161;PUCAK CELL 2;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.13186370;115.20357659;152291
IM3;2026-08-23;17150899;Surya cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.1321126;115.1712397;128270
IM3;2026-08-23;17142939;PREMASWARUPA 3 ASAH CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-05;-8.2430681;115.0747892;674831
IM3;2026-08-23;17144284;VENDY DJ CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051111;-8.2540583;114.9655005;246851
IM3;2026-08-23;17146829;Yogi Arta Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051111;-8.1918;114.9537529;153012
IM3;2026-08-23;17152536;BUNGA ARTA CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051335;-8.1574695;115.0439501;66249
IM3;2026-08-23;17159059;Griya Sekar cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-01;-8.10487623;115.11809210;479432
IM3;2026-08-23;17164814;Tiga putra cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.10225031;115.12982024;16770
IM3;2026-08-23;17154939;Budi cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.15156304;115.20215727;975866
IM3;2026-08-23;17185152;Putri cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051335;-8.15828390;115.11339200;12732
IM3;2026-08-23;17190998;Fortune cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-08;-8.2039483;114.9215581;19126
IM3;2026-08-23;17193111;Ahsan Reload;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.1571267;114.5943033;128626
IM3;2026-08-23;17200698;Panjingan Baru cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-11;-8.1375109;115.3777119;1915815
IM3;2026-08-23;17227308;PUTRA PONSEL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051335;-8.10242850;115.09534800;0
IM3;2026-08-23;17225271;Rangga cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-08;-8.2021976;114.8912318;8723
IM3;2026-08-23;17247839;Sutarman Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.10908520;115.16219150;25601
IM3;2026-08-23;17258136;Bukti Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-08;-8.20062240;114.92923490;874082
IM3;2026-08-23;17280319;Pif cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.16023600;114.72116220;377115
IM3;2026-08-23;17300153;Kendra cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.17800530;114.74866830;784661
IM3;2026-08-23;17309337;Astagina cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-08;-8.20818540;114.92339290;27665
IM3;2026-08-23;17359306;Guru Made cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-01;-8.09579160;115.11764100;1356403
IM3;2026-08-23;17381538;Dewi cellular;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-05;-8.18463350;114.98214290;250916
IM3;2026-08-23;17430213;Zona cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.08511900;115.13665740;114066
IM3;2026-08-23;17431851;Mon Mon cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-04;-8.23645220;115.13306170;1023847
IM3;2026-08-23;17447282;SANTUY CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-11;-8.10266000;115.28340670;245354
IM3;2026-08-23;17447485;BIBI CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-05;-8.26567570;115.05266320;32329
IM3;2026-08-23;17447507;Kevin cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-08;-8.20539810;114.92219550;908540
IM3;2026-08-23;17445130;Dewantara cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-04;-8.17827560;115.11034370;181104
IM3;2026-08-23;17456458;Indion Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051111;-8.19890710;114.93612070;91284
IM3;2026-08-23;17454068;PUCAK CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.15586700;115.17810030;1653152
IM3;2026-08-23;17479106;May may cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.12190200;115.18836760;468861
IM3;2026-08-23;17475607;Winari cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.12785080;115.17428770;2131
IM3;2026-08-23;17481902;Alvin 46 cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-05;-8.21620360;114.99369070;9133
IM3;2026-08-23;17483177;Murdika Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051111;-8.35259600;114.92113740;894508
IM3;2026-08-23;17497689;OPLONG CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-05;-8.21624910;114.99252150;7506
IM3;2026-08-23;17519530;Jihan cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051111;-8.19108540;114.93359150;224053
IM3;2026-08-23;17531887;Finix cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-01;-8.11412570;115.10741510;739590
IM3;2026-08-23;17534457;Azzahra cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-04;-8.17247780;115.13808140;2262896
IM3;2026-08-23;17537900;D. Alun alun cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-04;-8.14823500;115.08658360;33965
IM3;2026-08-23;17554825;JAYA KROBOKAN;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-01;-8.09188270;115.11945240;119593
IM3;2026-08-23;17554700;Djuni2 cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-01;-8.09211620;115.11595460;197401
IM3;2026-08-23;17554311;Media cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.12218240;115.16820530;26050
IM3;2026-08-23;17593438;SND;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-05;-8.19954380;114.96653980;69005
IM3;2026-08-23;17593503;Anekacell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-05;-8.17683580;115.01066600;13465
IM3;2026-08-23;17593479;Maheswara cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-08;-8.20064880;114.84843090;238451
IM3;2026-08-23;17594844;Widia cel;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-04;-8.16033250;115.12507180;3327
IM3;2026-08-23;17604754;Banyuning cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-01;-8.10707470;115.10564790;224308
IM3;2026-08-23;17611996;Oboh cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051335;-8.13364070;115.07615620;9270
IM3;2026-08-23;17609367;Tirta wangi cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-05;-8.20049400;114.96918630;2641261
IM3;2026-08-23;17614309;Moza cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051111;-8.344195;114.92886;160811
IM3;2026-08-23;17620954;Lovecom cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051111;-8.19202690;114.94993810;260743
IM3;2026-08-23;17612554;ABY CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-11;-8.12640550;115.34283100;3778046
IM3;2026-08-23;17635717;Dini cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.19522490;114.81356870;82652
IM3;2026-08-23;17635393;JAYA CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-08;-8.19372790;114.91810540;9116
IM3;2026-08-23;17649280;Tanting cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-04;-8.15935300;115.11403800;235177
IM3;2026-08-23;17650681;Bangun Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-05;-8.20142950;114.96923840;240565
IM3;2026-08-23;17672742;BC cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-01;-8.10602820;115.08746100;1095067
IM3;2026-08-23;17672907;Prima cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-11;-8.13019220;115.35137960;7422
IM3;2026-08-23;17669281;Reni cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.15918330;115.18172150;376502
IM3;2026-08-23;17692529;DODEK CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-01;-8.10966920;115.08620950;343592
IM3;2026-08-23;17697559;SRI CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-08;-8.21914330;114.88705940;40713
IM3;2026-08-23;17705909;Intan cellular;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-11;-8.14992330;115.41111670;581381
IM3;2026-08-23;17719016;BUDI CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-08;-8.20044160;114.86135090;21392
IM3;2026-08-23;17768087;SINAR CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-05;-8.19070400;114.96626710;4155404
IM3;2026-08-23;17812062;Bella cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-04;-8.16452000;115.11745250;13374
IM3;2026-08-23;17812336;Satya Jaya Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-08;-8.20847170;114.92377140;122179
IM3;2026-08-23;17812334;Bhuana cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-04;-8.14497640;115.08394890;107321
IM3;2026-08-23;17813893;Bhuana graha cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-08;-8.21552950;114.86788300;25555
IM3;2026-08-23;17814179;Sudarka cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-04;-8.23643820;115.14638520;57153
IM3;2026-08-23;17814726;Dewi cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.09013130;115.12648300;1063
IM3;2026-08-23;17813426;A.S CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.09951050;115.14318960;1435
IM3;2026-08-23;17813420;Pande Cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051111;-8.19070020;114.93342850;241945
IM3;2026-08-23;17813419;Egi cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-07;-8.11082060;115.16295270;840
IM3;2026-08-23;17813417;Dewi Lestari;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;2613051111;-8.19508970;114.93280540;140793
IM3;2026-08-23;17812468;jaya mart;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-11;-8.08705240;115.25795500;55100
IM3;2026-08-23;17812469;raisa cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-11;-8.08704790;115.25789810;6835
IM3;2026-08-23;17812464;Surya cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.17736100;114.74884080;4520
IM3;2026-08-23;17812459;Anugrah cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.14151890;114.61538700;7300
IM3;2026-08-23;17812461;Gea cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.14405280;114.62099480;15466
IM3;2026-08-23;17820051;warung asri;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-11;-8.08190290;115.14383190;26124
IM3;2026-08-23;17820243;Barokah cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.14688450;114.65951770;54060
IM3;2026-08-23;17819168;ARIS CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-08;-8.22031500;114.94117410;31800
IM3;2026-08-23;17818762;Ampel gading cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-04;-8.14690910;115.08579720;67200
IM3;2026-08-23;17819387;Mentari cell;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-SINGARAJA;CSO-SINGARAJA-06;-8.18314570;114.77745490;9600
IM3;2026-08-23;462805;SANTI CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-TABANAN;CSO-TABANAN-02;-8.4832271600;115.1476436800;864007
IM3;2026-08-23;465175;DIAH CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-TABANAN;CSO-TABANAN-01;-8.4004933;115.1479217;613786
IM3;2026-08-23;1360761;BANGAU CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-TABANAN;CSO-TABANAN-04;-8.5317144617;115.1257468109;166399
IM3;2026-08-23;464756;SINAR MAS CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-TABANAN;CSO-TABANAN-06;-8.52750985;115.12963453;549851
IM3;2026-08-23;464272;ARIF 2 CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-TABANAN;CSO-TABANAN-02;-8.51629096;115.16693277;57537
IM3;2026-08-23;461306;O2 CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-TABANAN;CSO-TABANAN-06;-8.52038594;115.1528104;1578624
IM3;2026-08-23;461710;SARAS CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-TABANAN;CSO-TABANAN-10;-8.5031379700;115.0255030000;159494
IM3;2026-08-23;469244;KRESNA DANA CELL;BALI NUSRA;BALI NUSRA;BALI BARAT;MC-TABANAN;CSO-TABANAN-01;-8.4512289000;115.1394675500;529550
